fecha,id_hotel,origen,genero,cantidad_ingresos,cantidad_egresos
01JUL2021,1,N/A,,0,10
02JAN2021,1,N/A,,20,1
02JUL2021,1,N/A,,0,10
03JAN2021,1,N/A,,41,8
04JAN2021,1,N/A,,0,22
05JAN2021,1,N/A,,0,1
06JAN2021,1,N/A,,0,2
07AUG2021,1,N/A,,8,0
07JAN2021,1,N/A,,0,1
08AUG2021,1,N/A,,4,0
08JAN2021,1,N/A,,0,2
09AUG2021,1,N/A,,5,5
10AUG2021,1,N/A,,0,2
10JAN2021,1,N/A,,0,1
11JAN2021,1,N/A,,0,1
12AUG2021,1,N/A,,0,1
12JAN2021,1,N/A,,0,7
13AUG2021,1,N/A,,0,1
13JAN2021,1,N/A,,0,15
17AUG2021,1,N/A,,0,2
18AUG2021,1,N/A,,0,5
19AUG2021,1,N/A,,0,1
19JUN2021,1,N/A,,13,0
20JUN2021,1,N/A,,1,2
21JUN2021,1,N/A,,16,0
22JUN2021,1,N/A,,24,3
23JUN2021,1,N/A,,0,6
24JUN2021,1,N/A,,0,4
25JUN2021,1,N/A,,0,2
26JUN2021,1,N/A,,0,2
27JUN2021,1,N/A,,0,2
28JUN2021,1,N/A,,0,1
29JUN2021,1,N/A,,0,7
30JUN2021,1,N/A,,0,5
01MAY2020,1,Repatriados,,1,0
02MAY2020,1,Repatriados,,27,48
03MAY2020,1,Repatriados,,0,1
04MAY2020,1,Repatriados,,40,0
05MAY2020,1,Repatriados,,2,15
06MAY2020,1,Repatriados,,33,2
07MAY2020,1,Repatriados,,0,27
08MAY2020,1,Repatriados,,0,5
09MAY2020,1,Repatriados,,9,16
10MAY2020,1,Repatriados,,0,9
11MAY2020,1,Repatriados,,0,29
12MAY2020,1,Repatriados,,58,6
13MAY2020,1,Repatriados,,0,21
14MAY2020,1,Repatriados,,0,2
15MAY2020,1,Repatriados,,54,2
16MAY2020,1,Repatriados,,0,4
17APR2020,1,Repatriados,,1,0
17MAY2020,1,Repatriados,,1,6
18MAY2020,1,Repatriados,,1,11
19MAY2020,1,Repatriados,,0,58
20MAY2020,1,Repatriados,,3,4
21APR2020,1,Repatriados,,0,1
21MAY2020,1,Repatriados,,1,20
22MAY2020,1,Repatriados,,14,3
23APR2020,1,Repatriados,,1,0
23MAY2020,1,Repatriados,,0,50
25APR2020,1,Repatriados,,52,0
28APR2020,1,Repatriados,,5,0
30APR2020,1,Repatriados,,38,1
01APR2021,1,UFU,,27,11
01AUG2020,1,UFU,,32,46
01AUG2021,1,UFU,,12,11
01DEC2020,1,UFU,,28,20
01FEB2021,1,UFU,,19,12
01JUL2020,1,UFU,,24,41
01JUL2021,1,UFU,,20,7
01JUN2020,1,UFU,,65,14
01JUN2021,1,UFU,,3,12
01MAR2021,1,UFU,,3,16
01MAY2021,1,UFU,,9,15
01NOV2020,1,UFU,,19,28
01OCT2020,1,UFU,,44,35
01OCT2021,1,UFU,,18,7
01SEP2020,1,UFU,,12,24
01SEP2021,1,UFU,,8,4
02APR2021,1,UFU,,6,17
02AUG2020,1,UFU,,30,18
02AUG2021,1,UFU,,16,17
02DEC2020,1,UFU,,20,28
02FEB2021,1,UFU,,25,19
02JAN2021,1,UFU,,0,37
02JUL2020,1,UFU,,33,26
02JUL2021,1,UFU,,27,25
02JUN2020,1,UFU,,19,5
02JUN2021,1,UFU,,0,8
02MAR2021,1,UFU,,8,11
02MAY2021,1,UFU,,21,20
02NOV2020,1,UFU,,27,12
02OCT2020,1,UFU,,33,37
02OCT2021,1,UFU,,5,12
02SEP2020,1,UFU,,17,12
02SEP2021,1,UFU,,7,10
03APR2021,1,UFU,,13,5
03AUG2020,1,UFU,,32,27
03AUG2021,1,UFU,,20,24
03DEC2020,1,UFU,,15,8
03FEB2021,1,UFU,,3,25
03JAN2021,1,UFU,,0,3
03JUL2020,1,UFU,,33,43
03JUL2021,1,UFU,,0,17
03JUN2020,1,UFU,,22,17
03JUN2021,1,UFU,,16,24
03MAR2021,1,UFU,,5,18
03MAY2021,1,UFU,,28,14
03NOV2020,1,UFU,,25,24
03OCT2020,1,UFU,,12,27
03OCT2021,1,UFU,,1,2
03SEP2020,1,UFU,,19,48
03SEP2021,1,UFU,,1,9
04APR2021,1,UFU,,6,3
04AUG2020,1,UFU,,21,43
04AUG2021,1,UFU,,28,15
04DEC2020,1,UFU,,18,18
04FEB2021,1,UFU,,27,17
04JAN2021,1,UFU,,19,3
04JUL2020,1,UFU,,23,30
04JUL2021,1,UFU,,9,8
04JUN2020,1,UFU,,16,7
04JUN2021,1,UFU,,23,7
04MAR2021,1,UFU,,1,9
04MAY2021,1,UFU,,0,25
04NOV2020,1,UFU,,28,34
04OCT2020,1,UFU,,24,24
04OCT2021,1,UFU,,9,4
04SEP2020,1,UFU,,26,34
04SEP2021,1,UFU,,10,3
05APR2021,1,UFU,,8,18
05AUG2020,1,UFU,,28,34
05AUG2021,1,UFU,,18,23
05DEC2020,1,UFU,,1,27
05FEB2021,1,UFU,,22,16
05JAN2021,1,UFU,,29,21
05JUL2020,1,UFU,,27,30
05JUL2021,1,UFU,,18,9
05JUN2020,1,UFU,,71,9
05JUN2021,1,UFU,,15,7
05MAR2021,1,UFU,,24,4
05MAY2021,1,UFU,,14,9
05NOV2020,1,UFU,,25,28
05OCT2020,1,UFU,,25,24
05OCT2021,1,UFU,,14,13
05SEP2020,1,UFU,,4,17
05SEP2021,1,UFU,,1,9
06APR2021,1,UFU,,19,14
06AUG2020,1,UFU,,35,29
06AUG2021,1,UFU,,16,20
06DEC2020,1,UFU,,17,6
06FEB2021,1,UFU,,11,15
06JAN2021,1,UFU,,15,17
06JUL2020,1,UFU,,46,39
06JUL2021,1,UFU,,2,14
06JUN2020,1,UFU,,24,10
06JUN2021,1,UFU,,5,3
06MAR2021,1,UFU,,17,14
06MAY2021,1,UFU,,30,20
06NOV2020,1,UFU,,27,28
06OCT2020,1,UFU,,43,22
06OCT2021,1,UFU,,10,15
06SEP2020,1,UFU,,12,16
06SEP2021,1,UFU,,3,3
07APR2021,1,UFU,,29,6
07AUG2020,1,UFU,,38,22
07AUG2021,1,UFU,,0,7
07DEC2020,1,UFU,,15,14
07FEB2021,1,UFU,,2,21
07JAN2021,1,UFU,,15,34
07JUL2020,1,UFU,,33,72
07JUL2021,1,UFU,,12,7
07JUN2020,1,UFU,,7,30
07JUN2021,1,UFU,,38,2
07MAR2021,1,UFU,,22,23
07MAY2021,1,UFU,,2,18
07NOV2020,1,UFU,,12,30
07OCT2020,1,UFU,,31,47
07OCT2021,1,UFU,,14,6
07SEP2020,1,UFU,,54,34
07SEP2021,1,UFU,,9,2
08APR2021,1,UFU,,20,27
08AUG2020,1,UFU,,11,25
08AUG2021,1,UFU,,0,12
08DEC2020,1,UFU,,14,8
08FEB2021,1,UFU,,1,16
08JAN2021,1,UFU,,51,24
08JUL2020,1,UFU,,42,29
08JUL2021,1,UFU,,6,13
08JUN2020,1,UFU,,29,17
08JUN2021,1,UFU,,30,22
08MAR2021,1,UFU,,28,10
08MAY2021,1,UFU,,9,21
08NOV2020,1,UFU,,14,14
08OCT2020,1,UFU,,42,38
08OCT2021,1,UFU,,9,19
08SEP2020,1,UFU,,40,19
08SEP2021,1,UFU,,1,10
09APR2021,1,UFU,,12,19
09AUG2020,1,UFU,,4,26
09AUG2021,1,UFU,,0,9
09DEC2020,1,UFU,,22,19
09FEB2021,1,UFU,,8,5
09JAN2021,1,UFU,,23,31
09JUL2020,1,UFU,,34,37
09JUL2021,1,UFU,,2,11
09JUN2020,1,UFU,,14,25
09JUN2021,1,UFU,,45,15
09MAR2021,1,UFU,,8,23
09MAY2021,1,UFU,,18,12
09NOV2020,1,UFU,,25,13
09OCT2020,1,UFU,,19,37
09OCT2021,1,UFU,,9,7
09SEP2020,1,UFU,,31,24
09SEP2021,1,UFU,,3,1
10APR2021,1,UFU,,35,19
10AUG2020,1,UFU,,37,49
10AUG2021,1,UFU,,7,7
10DEC2020,1,UFU,,27,20
10FEB2021,1,UFU,,17,6
10JAN2021,1,UFU,,16,20
10JUL2020,1,UFU,,22,18
10JUL2021,1,UFU,,10,12
10JUN2020,1,UFU,,37,13
10JUN2021,1,UFU,,30,17
10MAR2021,1,UFU,,4,19
10MAY2021,1,UFU,,30,14
10NOV2020,1,UFU,,41,29
10OCT2020,1,UFU,,27,20
10OCT2021,1,UFU,,5,9
10SEP2020,1,UFU,,22,50
10SEP2021,1,UFU,,0,1
11APR2021,1,UFU,,12,17
11AUG2020,1,UFU,,16,29
11AUG2021,1,UFU,,6,6
11DEC2020,1,UFU,,13,16
11FEB2021,1,UFU,,3,12
11JAN2021,1,UFU,,30,16
11JUL2020,1,UFU,,16,25
11JUL2021,1,UFU,,1,16
11JUN2020,1,UFU,,13,33
11JUN2021,1,UFU,,20,9
11MAR2021,1,UFU,,17,1
11MAY2021,1,UFU,,18,13
11NOV2020,1,UFU,,32,38
11OCT2020,1,UFU,,27,24
11OCT2021,1,UFU,,17,18
11SEP2020,1,UFU,,34,37
11SEP2021,1,UFU,,5,3
12APR2021,1,UFU,,7,10
12AUG2020,1,UFU,,32,37
12AUG2021,1,UFU,,21,11
12DEC2020,1,UFU,,39,14
12FEB2021,1,UFU,,16,8
12JAN2021,1,UFU,,30,26
12JUL2020,1,UFU,,3,20
12JUL2021,1,UFU,,10,10
12JUN2020,1,UFU,,16,28
12JUN2021,1,UFU,,2,5
12MAR2021,1,UFU,,7,12
12MAY2021,1,UFU,,19,14
12NOV2020,1,UFU,,23,20
12OCT2020,1,UFU,,26,25
12OCT2021,1,UFU,,11,15
12SEP2020,1,UFU,,22,20
12SEP2021,1,UFU,,5,5
13APR2021,1,UFU,,38,15
13AUG2020,1,UFU,,32,32
13AUG2021,1,UFU,,7,14
13DEC2020,1,UFU,,12,30
13FEB2021,1,UFU,,11,19
13JAN2021,1,UFU,,15,18
13JUL2020,1,UFU,,44,26
13JUL2021,1,UFU,,10,5
13JUN2020,1,UFU,,43,29
13JUN2021,1,UFU,,1,21
13MAR2021,1,UFU,,19,7
13MAY2021,1,UFU,,44,21
13NOV2020,1,UFU,,19,27
13OCT2020,1,UFU,,42,28
13OCT2021,1,UFU,,15,10
13SEP2020,1,UFU,,7,16
13SEP2021,1,UFU,,2,1
14APR2021,1,UFU,,31,8
14AUG2020,1,UFU,,54,35
14AUG2021,1,UFU,,5,21
14DEC2020,1,UFU,,54,13
14FEB2021,1,UFU,,10,13
14JAN2021,1,UFU,,26,19
14JUL2020,1,UFU,,16,28
14JUL2021,1,UFU,,21,15
14JUN2020,1,UFU,,28,16
14JUN2021,1,UFU,,19,13
14MAR2021,1,UFU,,5,15
14MAY2021,1,UFU,,18,20
14NOV2020,1,UFU,,9,16
14OCT2020,1,UFU,,38,33
14OCT2021,1,UFU,,19,14
14SEP2020,1,UFU,,9,31
14SEP2021,1,UFU,,8,9
15APR2021,1,UFU,,26,10
15AUG2020,1,UFU,,22,31
15AUG2021,1,UFU,,2,7
15DEC2020,1,UFU,,25,37
15FEB2021,1,UFU,,10,14
15JAN2021,1,UFU,,25,17
15JUL2020,1,UFU,,56,22
15JUL2021,1,UFU,,19,15
15JUN2020,1,UFU,,17,41
15JUN2021,1,UFU,,7,16
15MAR2021,1,UFU,,13,18
15MAY2021,1,UFU,,35,20
15NOV2020,1,UFU,,12,18
15OCT2020,1,UFU,,36,41
15OCT2021,1,UFU,,8,7
15SEP2020,1,UFU,,46,17
15SEP2021,1,UFU,,10,5
16APR2021,1,UFU,,3,29
16AUG2020,1,UFU,,5,27
16AUG2021,1,UFU,,2,8
16DEC2020,1,UFU,,0,31
16FEB2021,1,UFU,,7,8
16JAN2021,1,UFU,,24,20
16JUL2020,1,UFU,,36,46
16JUL2021,1,UFU,,7,7
16JUN2020,1,UFU,,56,28
16JUN2021,1,UFU,,6,8
16MAR2021,1,UFU,,12,16
16MAY2021,1,UFU,,7,18
16NOV2020,1,UFU,,25,14
16OCT2020,1,UFU,,39,28
16OCT2021,1,UFU,,7,13
16SEP2020,1,UFU,,28,40
16SEP2021,1,UFU,,3,10
17APR2021,1,UFU,,15,14
17AUG2020,1,UFU,,10,34
17AUG2021,1,UFU,,13,11
17DEC2020,1,UFU,,0,24
17FEB2021,1,UFU,,14,10
17JAN2021,1,UFU,,5,15
17JUL2020,1,UFU,,48,43
17JUL2021,1,UFU,,14,10
17JUN2020,1,UFU,,49,26
17JUN2021,1,UFU,,8,23
17MAR2021,1,UFU,,22,15
17MAY2021,1,UFU,,28,13
17NOV2020,1,UFU,,6,26
17OCT2020,1,UFU,,7,30
17OCT2021,1,UFU,,3,7
17SEP2020,1,UFU,,34,34
17SEP2021,1,UFU,,11,9
18APR2021,1,UFU,,14,19
18AUG2020,1,UFU,,44,8
18AUG2021,1,UFU,,14,2
18DEC2020,1,UFU,,0,8
18FEB2021,1,UFU,,9,10
18JAN2021,1,UFU,,30,25
18JUL2020,1,UFU,,16,45
18JUL2021,1,UFU,,4,6
18JUN2020,1,UFU,,31,27
18JUN2021,1,UFU,,18,15
18MAR2021,1,UFU,,18,19
18MAY2021,1,UFU,,19,17
18NOV2020,1,UFU,,42,17
18OCT2020,1,UFU,,3,21
18OCT2021,1,UFU,,10,6
18SEP2020,1,UFU,,39,25
18SEP2021,1,UFU,,6,11
19APR2021,1,UFU,,13,29
19AUG2020,1,UFU,,15,25
19AUG2021,1,UFU,,14,18
19DEC2020,1,UFU,,0,12
19FEB2021,1,UFU,,21,15
19JAN2021,1,UFU,,13,26
19JUL2020,1,UFU,,35,19
19JUL2021,1,UFU,,11,0
19JUN2020,1,UFU,,23,24
19JUN2021,1,UFU,,0,54
19MAR2021,1,UFU,,31,24
19MAY2021,1,UFU,,13,13
19NOV2020,1,UFU,,22,33
19OCT2020,1,UFU,,31,17
19OCT2021,1,UFU,,1,7
19SEP2020,1,UFU,,13,37
19SEP2021,1,UFU,,2,7
20APR2021,1,UFU,,47,23
20AUG2020,1,UFU,,44,22
20AUG2021,1,UFU,,3,11
20DEC2020,1,UFU,,0,16
20FEB2021,1,UFU,,26,14
20JAN2021,1,UFU,,25,19
20JUL2020,1,UFU,,52,23
20JUL2021,1,UFU,,14,11
20JUN2020,1,UFU,,28,50
20JUN2021,1,UFU,,0,8
20MAR2021,1,UFU,,7,26
20MAY2021,1,UFU,,25,21
20NOV2020,1,UFU,,8,25
20OCT2020,1,UFU,,29,25
20OCT2021,1,UFU,,6,2
20SEP2020,1,UFU,,0,11
20SEP2021,1,UFU,,9,4
21APR2021,1,UFU,,20,17
21AUG2020,1,UFU,,26,47
21AUG2021,1,UFU,,13,5
21DEC2020,1,UFU,,0,3
21FEB2021,1,UFU,,22,11
21JAN2021,1,UFU,,31,17
21JUL2020,1,UFU,,20,27
21JUL2021,1,UFU,,12,5
21JUN2020,1,UFU,,26,21
21JUN2021,1,UFU,,0,16
21MAR2021,1,UFU,,21,11
21MAY2021,1,UFU,,18,23
21NOV2020,1,UFU,,7,19
21OCT2020,1,UFU,,32,32
21OCT2021,1,UFU,,1,3
21SEP2020,1,UFU,,25,25
21SEP2021,1,UFU,,4,11
22APR2021,1,UFU,,30,29
22AUG2020,1,UFU,,35,16
22AUG2021,1,UFU,,4,19
22DEC2020,1,UFU,,55,5
22FEB2021,1,UFU,,18,14
22JAN2021,1,UFU,,7,35
22JUL2020,1,UFU,,42,28
22JUL2021,1,UFU,,12,8
22JUN2020,1,UFU,,27,9
22JUN2021,1,UFU,,0,5
22MAR2021,1,UFU,,5,16
22MAY2021,1,UFU,,18,21
22NOV2020,1,UFU,,13,9
22OCT2020,1,UFU,,28,28
22OCT2021,1,UFU,,2,6
22SEP2020,1,UFU,,34,24
22SEP2021,1,UFU,,1,1
23APR2021,1,UFU,,11,30
23AUG2020,1,UFU,,21,39
23AUG2021,1,UFU,,13,9
23DEC2020,1,UFU,,26,23
23FEB2021,1,UFU,,1,18
23JAN2021,1,UFU,,12,18
23JUL2020,1,UFU,,24,39
23JUL2021,1,UFU,,19,13
23JUN2020,1,UFU,,35,27
23JUN2021,1,UFU,,25,4
23MAR2021,1,UFU,,30,11
23MAY2021,1,UFU,,14,33
23NOV2020,1,UFU,,3,21
23OCT2020,1,UFU,,17,36
23OCT2021,1,UFU,,0,5
23SEP2020,1,UFU,,25,21
23SEP2021,1,UFU,,4,3
24APR2021,1,UFU,,38,26
24AUG2020,1,UFU,,37,28
24AUG2021,1,UFU,,8,10
24DEC2020,1,UFU,,3,22
24FEB2021,1,UFU,,10,5
24JAN2021,1,UFU,,12,19
24JUL2020,1,UFU,,43,25
24JUL2021,1,UFU,,17,14
24JUN2020,1,UFU,,22,26
24JUN2021,1,UFU,,10,22
24MAR2021,1,UFU,,0,16
24MAY2021,1,UFU,,32,13
24NOV2020,1,UFU,,12,10
24OCT2020,1,UFU,,16,29
24OCT2021,1,UFU,,0,5
24SEP2020,1,UFU,,36,26
24SEP2021,1,UFU,,7,4
25APR2021,1,UFU,,6,22
25AUG2020,1,UFU,,43,29
25AUG2021,1,UFU,,9,12
25FEB2021,1,UFU,,39,7
25JAN2021,1,UFU,,15,23
25JUL2020,1,UFU,,17,50
25JUL2021,1,UFU,,15,14
25JUN2020,1,UFU,,17,35
25JUN2021,1,UFU,,15,6
25MAR2021,1,UFU,,10,11
25MAY2021,1,UFU,,41,32
25NOV2020,1,UFU,,53,14
25OCT2020,1,UFU,,13,21
25OCT2021,1,UFU,,0,1
25SEP2020,1,UFU,,20,35
25SEP2021,1,UFU,,16,12
26APR2021,1,UFU,,20,9
26AUG2020,1,UFU,,0,17
26AUG2021,1,UFU,,10,3
26DEC2020,1,UFU,,42,2
26FEB2021,1,UFU,,8,19
26JAN2021,1,UFU,,35,23
26JUL2020,1,UFU,,28,32
26JUL2021,1,UFU,,19,13
26JUN2020,1,UFU,,43,46
26JUN2021,1,UFU,,5,5
26MAR2021,1,UFU,,3,10
26MAY2021,1,UFU,,3,16
26NOV2020,1,UFU,,4,51
26OCT2020,1,UFU,,26,20
26OCT2021,1,UFU,,0,3
26SEP2020,1,UFU,,16,19
26SEP2021,1,UFU,,4,9
27APR2021,1,UFU,,0,12
27AUG2020,1,UFU,,41,23
27AUG2021,1,UFU,,4,12
27DEC2020,1,UFU,,7,23
27FEB2021,1,UFU,,7,15
27JAN2021,1,UFU,,22,21
27JUL2020,1,UFU,,16,56
27JUL2021,1,UFU,,6,18
27JUN2020,1,UFU,,61,33
27JUN2021,1,UFU,,5,10
27MAR2021,1,UFU,,20,11
27MAY2021,1,UFU,,1,28
27NOV2020,1,UFU,,23,4
27OCT2020,1,UFU,,15,21
27OCT2021,1,UFU,,0,3
27SEP2020,1,UFU,,14,14
27SEP2021,1,UFU,,19,2
28APR2021,1,UFU,,17,19
28AUG2020,1,UFU,,32,36
28AUG2021,1,UFU,,2,6
28DEC2020,1,UFU,,35,6
28FEB2021,1,UFU,,14,9
28JAN2021,1,UFU,,24,17
28JUL2020,1,UFU,,37,18
28JUL2021,1,UFU,,23,10
28JUN2020,1,UFU,,19,16
28JUN2021,1,UFU,,14,9
28MAR2021,1,UFU,,17,9
28MAY2021,1,UFU,,4,24
28NOV2020,1,UFU,,6,23
28OCT2020,1,UFU,,50,9
28OCT2021,1,UFU,,0,3
28SEP2020,1,UFU,,24,32
28SEP2021,1,UFU,,14,12
29APR2021,1,UFU,,26,12
29AUG2020,1,UFU,,16,38
29AUG2021,1,UFU,,12,2
29DEC2020,1,UFU,,38,18
29JAN2021,1,UFU,,18,21
29JUL2020,1,UFU,,53,46
29JUL2021,1,UFU,,15,15
29JUN2020,1,UFU,,68,13
29JUN2021,1,UFU,,9,3
29MAR2021,1,UFU,,24,12
29MAY2021,1,UFU,,6,26
29NOV2020,1,UFU,,8,10
29OCT2020,1,UFU,,30,49
29SEP2020,1,UFU,,25,12
29SEP2021,1,UFU,,15,13
30APR2021,1,UFU,,8,40
30AUG2020,1,UFU,,18,22
30AUG2021,1,UFU,,0,3
30DEC2020,1,UFU,,28,21
30JAN2021,1,UFU,,10,21
30JUL2020,1,UFU,,36,40
30JUL2021,1,UFU,,21,16
30JUN2020,1,UFU,,17,26
30JUN2021,1,UFU,,17,5
30MAR2021,1,UFU,,20,14
30MAY2021,1,UFU,,0,17
30NOV2020,1,UFU,,21,8
30OCT2020,1,UFU,,6,31
30SEP2020,1,UFU,,32,19
30SEP2021,1,UFU,,8,16
31AUG2020,1,UFU,,59,35
31AUG2021,1,UFU,,1,4
31DEC2020,1,UFU,,3,16
31JAN2021,1,UFU,,11,11
31JUL2020,1,UFU,,64,32
31JUL2021,1,UFU,,10,20
31MAR2021,1,UFU,,16,10
31MAY2020,1,UFU,,43,0
31MAY2021,1,UFU,,3,11
31OCT2020,1,UFU,,25,10
31OCT2021,1,UFU,,0,3
01MAY2020,1,Repatriados,F,0,2
16APR2020,1,Repatriados,F,4,0
17APR2020,1,Repatriados,F,40,0
18APR2020,1,Repatriados,F,0,3
21APR2020,1,Repatriados,F,0,4
22APR2020,1,Repatriados,F,0,1
23APR2020,1,Repatriados,F,16,0
24APR2020,1,Repatriados,F,2,32
25APR2020,1,Repatriados,F,0,1
26APR2020,1,Repatriados,F,0,2
27APR2020,1,Repatriados,F,0,1
30APR2020,1,Repatriados,F,0,16
02MAY2020,1,Repatriados,M,0,1
05MAY2020,1,Repatriados,M,0,2
16APR2020,1,Repatriados,M,2,0
17APR2020,1,Repatriados,M,31,0
18APR2020,1,Repatriados,M,0,1
21APR2020,1,Repatriados,M,0,4
22APR2020,1,Repatriados,M,0,1
22MAY2020,1,Repatriados,M,3,0
23APR2020,1,Repatriados,M,18,0
23MAY2020,1,Repatriados,M,0,3
24APR2020,1,Repatriados,M,0,26
26APR2020,1,Repatriados,M,0,1
30APR2020,1,Repatriados,M,2,17
07OCT2020,1,UFU,M,0,2
10JUL2020,1,UFU,M,0,3
30JUN2020,1,UFU,M,3,0
30SEP2020,1,UFU,M,2,0
01AUG2020,10,UFU,,5,4
01JUL2020,10,UFU,,6,6
01JUN2020,10,UFU,,3,5
01MAY2020,10,UFU,,1,2
02AUG2020,10,UFU,,13,6
02JUL2020,10,UFU,,6,6
02JUN2020,10,UFU,,7,1
03AUG2020,10,UFU,,7,6
03JUL2020,10,UFU,,5,5
03JUN2020,10,UFU,,1,0
04AUG2020,10,UFU,,3,2
04JUL2020,10,UFU,,4,7
04JUN2020,10,UFU,,0,1
04MAY2020,10,UFU,,2,0
05AUG2020,10,UFU,,12,11
05JUL2020,10,UFU,,5,4
05JUN2020,10,UFU,,4,4
05MAY2020,10,UFU,,1,0
06AUG2020,10,UFU,,8,5
06JUL2020,10,UFU,,4,5
06JUN2020,10,UFU,,1,3
06MAY2020,10,UFU,,4,0
07AUG2020,10,UFU,,0,3
07JUL2020,10,UFU,,9,12
07JUN2020,10,UFU,,4,10
07MAY2020,10,UFU,,6,0
08AUG2020,10,UFU,,8,4
08JUL2020,10,UFU,,8,7
08JUN2020,10,UFU,,13,8
08MAY2020,10,UFU,,10,2
09AUG2020,10,UFU,,4,6
09JUL2020,10,UFU,,8,6
09JUN2020,10,UFU,,5,10
10AUG2020,10,UFU,,5,5
10JUL2020,10,UFU,,4,7
10JUN2020,10,UFU,,0,10
10MAY2020,10,UFU,,9,0
11AUG2020,10,UFU,,7,4
11JUL2020,10,UFU,,2,3
11JUN2020,10,UFU,,16,1
11MAY2020,10,UFU,,2,2
12AUG2020,10,UFU,,6,11
12JUL2020,10,UFU,,4,6
12JUN2020,10,UFU,,4,3
12MAY2020,10,UFU,,2,1
13AUG2020,10,UFU,,4,4
13JUL2020,10,UFU,,0,4
13JUN2020,10,UFU,,7,8
13MAY2020,10,UFU,,2,2
14AUG2020,10,UFU,,8,5
14JUL2020,10,UFU,,9,5
14JUN2020,10,UFU,,1,2
15AUG2020,10,UFU,,2,8
15JUL2020,10,UFU,,9,7
15JUN2020,10,UFU,,6,7
15MAY2020,10,UFU,,2,0
16AUG2020,10,UFU,,8,10
16JUL2020,10,UFU,,4,5
16JUN2020,10,UFU,,5,3
16MAY2020,10,UFU,,1,3
17AUG2020,10,UFU,,2,2
17JUL2020,10,UFU,,1,4
17JUN2020,10,UFU,,7,4
17MAY2020,10,UFU,,7,5
18AUG2020,10,UFU,,6,5
18JUL2020,10,UFU,,14,7
18JUN2020,10,UFU,,6,13
18MAY2020,10,UFU,,9,10
19AUG2020,10,UFU,,4,8
19JUL2020,10,UFU,,0,10
19JUN2020,10,UFU,,8,4
19MAY2020,10,UFU,,10,4
20AUG2020,10,UFU,,0,3
20JUL2020,10,UFU,,12,1
20JUN2020,10,UFU,,0,5
20MAY2020,10,UFU,,12,12
21AUG2020,10,UFU,,2,5
21JUL2020,10,UFU,,13,9
21JUN2020,10,UFU,,5,5
21MAY2020,10,UFU,,9,2
22AUG2020,10,UFU,,0,3
22JUL2020,10,UFU,,2,5
22JUN2020,10,UFU,,5,2
22MAY2020,10,UFU,,1,5
23AUG2020,10,UFU,,0,2
23JUL2020,10,UFU,,3,3
23JUN2020,10,UFU,,9,9
23MAY2020,10,UFU,,0,3
24APR2020,10,UFU,,2,0
24AUG2020,10,UFU,,0,3
24JUL2020,10,UFU,,5,5
24JUN2020,10,UFU,,4,8
25JUL2020,10,UFU,,0,7
25JUN2020,10,UFU,,7,5
25MAY2020,10,UFU,,0,4
26APR2020,10,UFU,,2,2
26AUG2020,10,UFU,,0,3
26JUL2020,10,UFU,,7,1
26JUN2020,10,UFU,,11,13
26MAY2020,10,UFU,,2,1
27APR2020,10,UFU,,4,0
27JUL2020,10,UFU,,2,2
27JUN2020,10,UFU,,6,4
27MAY2020,10,UFU,,0,4
28APR2020,10,UFU,,0,3
28AUG2020,10,UFU,,0,6
28JUL2020,10,UFU,,0,5
28JUN2020,10,UFU,,8,8
28MAY2020,10,UFU,,7,6
29APR2020,10,UFU,,2,3
29JUL2020,10,UFU,,7,1
29JUN2020,10,UFU,,5,4
29MAY2020,10,UFU,,8,6
30APR2020,10,UFU,,1,1
30JUL2020,10,UFU,,6,9
30JUN2020,10,UFU,,9,5
30MAY2020,10,UFU,,6,13
31JUL2020,10,UFU,,1,14
31MAY2020,10,UFU,,18,10
07MAY2020,10,Repatriados,F,0,2
13APR2020,10,Repatriados,F,10,0
14APR2020,10,Repatriados,F,0,8
16APR2020,10,Repatriados,F,4,0
17APR2020,10,Repatriados,F,3,0
18APR2020,10,Repatriados,F,3,5
19APR2020,10,Repatriados,F,2,4
20APR2020,10,Repatriados,F,7,1
22APR2020,10,Repatriados,F,0,5
23APR2020,10,Repatriados,F,0,3
27APR2020,10,Repatriados,F,0,1
07MAY2020,10,UFU,F,0,6
22APR2020,10,UFU,F,5,0
23APR2020,10,UFU,F,7,4
24APR2020,10,UFU,F,1,1
25APR2020,10,UFU,F,0,2
26APR2020,10,UFU,F,2,2
07MAY2020,10,Repatriados,M,0,1
12APR2020,10,Repatriados,M,1,0
13APR2020,10,Repatriados,M,4,0
14APR2020,10,Repatriados,M,4,2
15APR2020,10,Repatriados,M,0,1
16APR2020,10,Repatriados,M,1,0
17APR2020,10,Repatriados,M,0,2
18APR2020,10,Repatriados,M,2,1
19APR2020,10,Repatriados,M,4,3
20APR2020,10,Repatriados,M,5,1
22APR2020,10,Repatriados,M,0,5
23APR2020,10,Repatriados,M,0,3
24APR2020,10,Repatriados,M,0,2
01MAY2020,10,UFU,M,0,1
09MAY2020,10,UFU,M,0,1
22APR2020,10,UFU,M,1,1
23APR2020,10,UFU,M,5,0
24APR2020,10,UFU,M,8,4
25APR2020,10,UFU,M,0,3
26APR2020,10,UFU,M,2,4
27APR2020,10,UFU,M,0,2
03MAY2020,12,Repatriados,,81,0
04MAY2020,12,Repatriados,,11,0
07MAY2020,12,Repatriados,,0,10
08MAY2020,12,Repatriados,,15,0
